A000079,A000172,A000262,B000253,B000523,B000638,B000963,B001021,C000027,C000068,C000171,C000236,C000299,C000498,C000607,C000681,C000751,C000771,C000852,D000099,D000103,E000056,F000077,F000094,F000095,F000186,F000369,G000171,G000266,H000115,H000118,H000121,H000211,H000599,H000648,H000856,J000191,K000069,K000074,L000285,L000403,M000012,M000969,M000970,M001020,N000160,N000177,O000109,P000120,P000423,P000427,P000497,R000026,R000062,R000195,R000327,S000072,S000086,S000151,S000177,S000346,S000723,S000747,S000894,S000922,S000939,S001068,T000251,T000286,T000392,V000095,W000303,W000585,W000629,W000759,date,isAmendment,requires,result,title
Yea,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Nay,1873-02-10,0,,unknown,s1203
Not Voting,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,1873-02-10,0,,unknown,s1203
Not Voting,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,1873-02-10,0,,unknown,s1203
Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,1873-02-10,0,,unknown,s1203
Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,1873-02-11,0,,unknown,hr1325
Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,1873-02-12,0,,unknown,
Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,1873-02-12,0,,unknown,
Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,1873-02-12,0,,unknown,
Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,1873-02-12,0,,unknown,
Not Voting,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Yea,1873-02-12,0,,unknown,
Nay,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,1873-02-12,0,,unknown,
Not Voting,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,1873-02-12,0,,unknown,
Not Voting,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,1873-02-12,0,,unknown,
Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,1873-02-12,0,,unknown,
Not Voting,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,1873-02-12,0,,unknown,
Not Voting,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,1873-02-12,0,,unknown,
Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,1873-02-12,0,,unknown,
Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,1873-02-14,0,,unknown,hr3351
Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,1873-02-14,0,,unknown,hr3351
Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,1873-02-14,0,,unknown,hr3351
Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,1873-02-15,0,,unknown,hr3351
Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Not Voting,1873-02-15,0,,unknown,hr3351
Not Voting,Nay,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,1873-02-15,0,,unknown,
Not Voting,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Not Voting,1873-02-15,0,,unknown,
Not Voting,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,1873-02-15,0,,unknown,
Not Voting,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Not Voting,1873-02-15,0,,unknown,
Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,1873-02-15,0,,unknown,hr3351
Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,1873-02-15,0,,unknown,hr3351
Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Yea,1873-02-15,0,,unknown,hr3351
Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Yea,1873-02-15,0,,unknown,hr3351
Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Yea,1873-02-15,0,,unknown,hr3351
Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,1873-02-17,0,,unknown,
Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Not Voting,1873-02-17,0,,unknown,hr3351
Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,1873-02-17,0,,unknown,hr3351
Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,1873-02-17,0,,unknown,hr3351
Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Not Voting,1873-02-17,0,,unknown,hr3351
Not Voting,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,1873-02-17,0,,unknown,hr3351
